[0.0:2.0]  DISH
[2810.42:2811.42]  Ah, é?
[2811.42:2812.42]  Qual que é o seu favorito?
[2812.42:2814.42]  Ah, cara, aquela porra...
[2814.42:2816.42]  Desculpa, desculpa, toda a espécie.
[2816.42:2819.42]  É que eu falo muito pra laverão, cara, mas assim, o gosto pra te costar uma música que te dá um.
[2819.42:2822.42]  É que eu falo muito pra te costar uma música que te dá um ânimo ferrado, cara,
[2822.42:2824.42]  te dá uma motivação pra fazer as coisas, assim, poxa.
[2824.42:2825.42]  Eu gosto de...
[2825.42:2830.42]  Eu gosto de uns músicas conhecida, gosto pra se entender, ou tá...
[2830.42:2833.42]  O sapo que eu gostava de gosto, o Elvis.
[2833.42:2834.42]  Sim, sim.
[2834.42:2840.42]  Ele gostava de gosto, porque era uma música na tempo dele ali, na comunidade dele,
[2840.42:2843.42]  essencialmente inigra, e ele gostava muito dessa cultura.
[2843.42:2846.42]  E tudo que na vida do Elvis, assim, bom...
[2846.42:2851.42]  Não que eu seja um profundo com esse edor da vida do Elvis, mas a sensação que eu tenho é que o Elvis...
[2851.42:2853.42]  Ele só queria ser preto.
[2853.42:2855.42]  Faz sentido.
[2855.42:2856.42]  Tá ligado?
[2856.42:2858.42]  Faz sentido, cara, é blues, blues...
[2858.42:2861.42]  Ele queria se mover como os caras, ele queria fazer...
[2861.42:2862.42]  Como...
[2862.42:2863.42]  Ele queria ser os caras.
[2863.42:2865.42]  Ele tinha muita admiração, né?
[2865.42:2866.42]  É.
[2866.42:2867.42]  Faz sentido.
[2867.42:2868.42]  Vivia nas paradas, tipo...
[2868.42:2869.42]  Mas o gosto é muito legal, cara.
[2869.42:2872.42]  Você tem algo pra você acreditar, é muito importante também.
[2872.42:2873.42]  Tá.
[2873.42:2874.42]  A vida fica mais...
[2874.42:2875.42]  Quer dizer, eu realmente acredito.
[2875.42:2877.42]  Não que eu quero acreditar, eu realmente acredito.
[2877.42:2882.42]  Mas eu sei que teve um momento que eu tive mais fé na minha vida, teve um momento que eu tive menos fé.
[2882.42:2887.42]  E eu sei que realmente sou menos que eu estou com mais fé, eu passo muito mais facilidades nas dificuldades,
[2887.42:2891.42]  eu passo muito mais tranquilidade, nos momentos bons eu não mesmo sejam tanto.
[2891.42:2893.42]  Eu tenho fé importante.
[2893.42:2896.42]  Então, eu tenho fé pra você uma decisão racional.
[2896.42:2897.42]  Tipo, eu tenho fé bom...
[2897.42:2899.42]  Não, eu realmente acredito.
[2899.42:2900.42]  Tá.
[2900.42:2903.42]  Eu realmente acredito, não é o parado que fala assim, é bom, eu tenho aonde ele já, porque vai ajudar a fazer as coisas.
[2903.42:2904.42]  Não, eu realmente acredito.
[2904.42:2906.42]  Quando eu estou na merda, eu estou creztando o M.J.
[2906.42:2908.42]  Então, eu não fico questionando, nunca questionei, treinada.
[2908.42:2910.42]  Tem gente que começa a...
[2910.42:2911.42]  Fica...
[2911.42:2913.42]  Tem um problema que balança, a pessoa já começa a falar assim,
[2913.42:2916.42]  ah, Deus, tá me foder aqui, eu vou começar a questionar.
[2916.42:2917.42]  É um soci não, cara.
[2917.42:2919.42]  Eu acho que, tipo assim, tem uma parada que fala em tudo...
[2919.42:2921.42]  Em tudo, dá graças, treinada.
[2921.42:2925.42]  Mesmo no momento ruim, no momento bom, você tem que dar graça, tem que agradecer.
[2925.42:2927.42]  Porque a vida, você nem merecia a vida, treinada.
[2927.42:2930.42]  Você nem merecia a vida, você nem merecia...
[2930.42:2934.42]  Ele diz assim na Bíblia que quando Jesus morreu crucificado,
[2934.42:2937.42]  ele salvou dos seus pecados.
[2937.42:2941.42]  Então, você, como o pecador, você não merecia qualquer tipo de salvação, entendeu?
[2941.42:2945.42]  Então, aquela brisa, tanto nos...
[2945.42:2948.42]  Você tá com uma carinha, cara, olhando pra mim, que que isso é carinha, viu?
[2948.42:2950.42]  Não, eu não estou te ouvindo, só te ouvindo.
[2950.42:2951.42]  Tá bom.
[2951.42:2954.42]  Ele disse assim, coisa boa, e coisa boa, em tudo, dá graça, você tem religião, você é o quê?
[2954.42:2956.42]  Cara, então, eu ajo...
[2956.42:2958.42]  Até o safado, não sou, meu Deus.
[2958.42:2960.42]  Eu tenho certeza disso.
[2960.42:2963.42]  Eu aqui não. Eu posso fazer carinha no bichinho, não.
[2963.42:2965.42]  Deixa eu me alheir, eu igui.
[2965.42:2966.42]  Egui?
[2966.42:2968.42]  E o carinho de cuitadinho, que ele tem, ele é meio feio, mas ele é fofinho.
[2968.42:2971.42]  Eu posso mostrar pra cá, pode pegar ele.
[2971.42:2974.42]  É, é uma carinha de doca, pra isso que ele tá sofrendo.
[2974.42:2976.42]  Calma aí!
[2976.42:2977.42]  Que isso?
[2977.42:2979.42]  Não gostou de me tirar aqui, pô.
[2979.42:2981.42]  Tira aqui, pô, eu tô olhando.
[2981.42:2985.42]  Cara, alho, bichinho.
[2985.42:2987.42]  Não gostou de alcofalei, cara.
[2987.42:2989.42]  O tio se cachou daqui, cara.
[2989.42:2991.42]  Mano, ele vai matar, pô.
[2991.42:2992.42]  Tira aqui, caralho.
[2992.42:2994.42]  Tô com medo, pô.
[2994.42:2996.42]  Tira aqui, pô, pô, cara.
[2996.42:2999.42]  Pô, nunca mais brinco também, cara.
[2999.42:3001.42]  Caralho, pô.
[3001.42:3003.42]  Nunca mais brinco, pô.
[3003.42:3005.42]  Caixou maligno, cara.
[3005.42:3008.42]  Pô, eu achei que era bonitinho, pô.
[3008.42:3010.42]  Eu já tinha maligno, cara.
[3010.42:3012.42]  Pô, nunca mais brinco, cara.
[3012.42:3013.42]  Aí é foda.
[3013.42:3015.42]  Porque ele gostou de todo mundo, meu gente?
[3015.42:3017.42]  É, cara. Não, o ígue é de casa aqui.
[3017.42:3018.42]  Na real era briga com todo mundo.
[3018.42:3019.42]  Porque ele não gostou de mim, cara.
[3019.42:3020.42]  Não sei, que é espirito.
[3020.42:3022.42]  Será que eu tenho encosto, cara?
[3022.42:3023.42]  Será que é isso?
[3023.42:3024.42]  Porque...
[3024.42:3026.42]  Caixou ele tava morrendo feio, bichô.
[3026.42:3027.42]  Pô, é porque ele é feio.
[3027.42:3029.42]  Não, ele tá me olhando com raiva, cara.
[3029.42:3031.42]  Essa é a energia maligno, cara.
[3031.42:3032.42]  Será?
[3032.42:3034.42]  Por que você tá falando de Deus, gatinho?
[3034.42:3036.42]  O gatinho que me mordeu também, cara.
[3036.42:3037.42]  Que, ó.
[3037.42:3038.42]  Mordeu gatinho também, cara.
[3038.42:3040.42]  Pô, os animais não gostam de mim não.
[3042.42:3043.42]  Cara, alho, fiquei assustado, pô.
[3043.42:3045.42]  Agora fiquei assustado também, cara.
[3045.42:3046.42]  Pô, tô aqui, meu...
[3046.42:3048.42]  Sempre sabe o que fazer, cara.
[3048.42:3050.42]  Quer quer achar o outro?
[3050.42:3052.42]  Bom, vamos voltar e tá bom.
[3052.42:3053.42]  Tá bom, tá bom.
[3053.42:3055.42]  Sempre perguntou se eu acredito em Deus.
[3055.42:3057.42]  Olha, cara, tu que achou o leão pra mim, cara.
[3057.42:3059.42]  E...
[3059.42:3060.42]  Qual é?
[3060.42:3061.42]  Vai lá pra fora aí, na moral.
[3061.42:3063.42]  Não, não, pode deixar a lei, mas se ele avançar aqui.
[3063.42:3065.42]  Não vai avançar, não.
[3065.42:3068.42]  Bom, é...
[3068.42:3071.42]  Se eu acredito em Deus, né?
[3071.42:3073.42]  Cara, eu acredito em Deus.
[3073.42:3074.42]  Eu acredito em Deus.
[3074.42:3075.42]  Eu só não sei...
[3075.42:3077.42]  Eu só não sei te dizer o que é Deus.
[3077.42:3079.42]  Essa que é parado.
[3079.42:3080.42]  Mas eu acredito em Deus, na verdade.
[3080.42:3082.42]  Eu lido com essa ideia, tipo...
[3082.42:3083.42]  Eu troco...
[3083.42:3085.42]  Eu agradeço bastante, tá ligado?
[3085.42:3090.42]  Eu sinto que às vezes eu me sinto meio obrigado a agradecer.
[3090.42:3091.42]  Tá ligado?
[3091.42:3092.42]  Pra sentido.
[3092.42:3093.42]  Eu também me sinto assim.
[3093.42:3096.42]  Porque a gente sabe que é bom, a gente sabe que é importante.
[3096.42:3098.42]  Mas é uma parada que não é muito...
[3098.42:3100.42]  Tipo, se for levar em consideração...
[3100.42:3104.42]  O que tava desenhado pra minha vida, trelhado?
[3104.42:3106.42]  Eu não era pra ter umas paradas.
[3106.42:3107.42]  Eu fui assim, caralho.
[3107.42:3108.42]  Eu tenho essa parada.
[3108.42:3110.42]  Ah, eu acho que tem muito sorte a casa também.
[3110.42:3112.42]  Eu acho que tem...
[3112.42:3114.42]  E você está no lugar certo, na nossa série de cara de parada.
[3114.42:3115.42]  E isso que eu ia falar.
[3115.42:3116.42]  Tá preparado.
[3116.42:3117.42]  Isso que eu ia falar.
[3117.42:3118.42]  Isso que eu ia falar.
[3118.42:3119.42]  Tá preparado por roler.
[3119.42:3120.42]  Pois é.
[3120.42:3121.42]  Algumas decisões assim que...
[3121.42:3123.42]  Chave, que eu tomei na minha vida assim, que isso, cara.
[3123.42:3124.42]  Só pode ser...
[3124.42:3125.42]  É doido, é doido.
[3125.42:3127.42]  Eu acho que quando você tem uma cabeça...
[3127.42:3128.42]  Só pode ser Deus, você vai falar.
[3128.42:3131.42]  Eu acho que você queria fazer a parada legal antes mesmo do podcast.
[3131.42:3132.42]  Não.
[3132.42:3134.42]  Quando você tava jogando Minecraft...
[3134.42:3136.42]  Não tinha uma cabeça que você fala,
[3136.42:3138.42]  eu queria me comunicar com bastante gente.
[3138.42:3140.42]  Eu queria fazer uma parada ou não.
[3140.42:3142.42]  Foi realmente uma parada de fultavota.
[3142.42:3144.42]  Eu tenho que preparar agora, porque eu não tenho...
[3144.42:3146.42]  Não, cara, pra mim...
[3146.42:3148.42]  Eu dei aula uma tempão, né?
[3148.42:3152.42]  Então, pra mim, o lance de falar com pessoas era...
[3152.42:3154.42]  Eu tinha vincido essa etapa.
[3154.42:3156.42]  Eu tinha vincido a essa etapa.
[3156.42:3159.42]  Eu não tinha problema em falar com pessoas.
[3159.42:3163.42]  Ajudo o fato de eu gostar de conversar com as pessoas também.
[3163.42:3165.42]  Então, sempre gostei de chegar nos lugares,
[3165.42:3166.42]  tu só que deco todo mundo,
[3166.42:3170.42]  tu só que deco um segurança, tu só que deco geral.
[3170.42:3175.42]  E quando eu fui fazer vídeo, cara, eu estava...
[3175.42:3176.42]  Eu estava na real...
[3176.42:3178.42]  Uma das paradas que eu bacho curtia
[3178.42:3182.42]  era poder estar com os meus amigos ali jogando uma parada.
[3182.42:3184.42]  Cê era o mais legal.
[3184.42:3186.42]  E aí tinha um amigo que fazia vídeo, então...
[3186.42:3188.42]  E aí, eu comecei a fazer vídeo.
[3188.42:3190.42]  Depois o flow foi...
[3190.42:3192.42]  Meu trabalho vai se tornar...
[3192.42:3194.42]  Trocar ideia com pessoas interessantes.
[3194.42:3196.42]  O melhor coisa, possível.
[3196.42:3198.42]  O melhor coisa possível.
[3198.42:3200.42]  É o dor trocar ideia, né?
[3200.42:3203.42]  E se não fosse... Olha como que tudo caminha, né, cara.
[3203.42:3205.42]  Você não tô falando de Deus não, senão, senão, senão, senão.
[3205.42:3207.42]  Mas você não falando de outra coisa.
[3207.42:3208.42]  E como que é a vida?
[3208.42:3209.42]  Se você não fosse professor,
[3209.42:3211.42]  talvez você não estaria preparado naquele momento
[3211.42:3213.42]  para conversar com bastante gente, entendeu?
[3213.42:3215.42]  Você se preparou, foi uma preparação que você nem sabia
[3215.42:3217.42]  no futuro que eu testempreparo.
[3217.42:3219.42]  Isso rola muito, cara.
[3219.42:3221.42]  Pois é.
[3221.42:3223.42]  E aí eu poderia...
[3223.42:3225.42]  Às vezes me perguntam,
[3225.42:3227.42]  será meu sonho trabalhar, fazer o que eu faço,
[3227.42:3229.42]  tudo mais, o cara nem existia.
[3229.42:3231.42]  Como é que eu vou sonhar com essa poa?
[3231.42:3233.42]  Você não tinha vontade, assim, de quero seguir.
[3233.42:3235.42]  Não, eu não sabia que existia.
[3235.42:3237.42]  Eu quero fazer coisa foda.
[3237.42:3239.42]  Quando começou a ter YouTube e tudo mais,
[3239.42:3243.42]  eu achava legal, era com o cara trabalhar com essa porra, entendeu?
[3243.42:3249.42]  E aí, e aí teve um momento, dois anos, acho que...
[3249.42:3253.42]  Quando tem um, dois anos e tal, depois que eu comecei a fazer,
[3253.42:3255.42]  o troço virou meu trabalho, que eu mudei,
[3255.42:3257.42]  saí do rio e moro a crintinha.
[3257.42:3259.42]  Foi uma transição, brosta, por dito.
[3259.42:3261.42]  Foi justo na época que mudou o esquema do YouTube
[3261.42:3265.42]  e as regras, né, de como funcionava a plataforma,
[3265.42:3267.42]  que eu estava com a Orite, mudaram.
[3267.42:3269.42]  E eu me fudi.
[3269.42:3271.42]  Eu fui caralho, me fudindo, isso aqui, em outra cidade
[3271.42:3273.42]  não tinha ninguém para ajudar, então.
[3273.42:3277.42]  Mas a gente foi fazendo, eu continuo fazendo as paradas,
[3277.42:3279.42]  pegando várias oportunidades, e tal.
[3279.42:3283.42]  Eu conheci o Morar, que eu fui moral, e aí a gente começou a flocar.
[3283.42:3285.42]  Entendeu? Foi tudo a casa, então tudo foi acontecendo.
[3285.42:3287.42]  Não é, é tipo, eu não planei, eu fui parar e coritiva.
[3287.42:3289.42]  Foi o que aconteceu.
[3289.42:3291.42]  A ligada foi uma vida doida.
[3291.42:3293.42]  Então eu penso muito que quando você quer uma parada,
[3293.42:3297.42]  vai se criando meios para alcançar, entendeu?
[3297.42:3301.42]  Tipo assim, eu não sei como que eu seria algo,
[3301.42:3303.42]  mas eu sempre quis ser algo, desde anos eu falei,
[3303.42:3305.42]  eu queria produzir conteúdo.
[3305.42:3307.42]  É algo que...
[3307.42:3309.42]  Tipo assim, eu queria, por exemplo, ter um conteúdo.
[3309.42:3311.42]  É, cara, não tipo assim.
[3311.42:3313.42]  Eu queria produzir conteúdo e queria ter pessoas vendo, entendeu?
[3313.42:3315.42]  Então para a minha brisa não é nem caralho,
[3315.42:3317.42]  ficar rico para caralho, ganhar dinheiro para caralho.
[3317.42:3321.42]  Consegui lançar projetos, eu consegui ter ideias
[3321.42:3325.42]  e colocar esses projetos no mundo, sabe?
[3325.42:3327.42]  Tipo, na vida real, eu colocai esses projetos
[3327.42:3331.42]  e consegui dar a ar para projetos que eu tenho na minha cabeça,
[3331.42:3333.42]  para transformar o que tenho na minha cabeça na realidade.
[3333.42:3335.42]  Eu sempre quis conseguir fazer isso.
[3335.42:3337.42]  E lutei há muito tempo.
[3337.42:3339.42]  Desde 2012, que eu tive um primeiro canal,
[3339.42:3341.42]  que eu vi que eu falei caralho.
[3341.42:3343.42]  O YouTube é um parada que está começando,
[3343.42:3345.42]  foi um anarco que está fazendo...
[3345.42:3347.42]  Tu tinha fontes de graphic, tudo mais.
[3347.42:3349.42]  Por 2012, cara, fazia isso, calco, eu falei que eu sou ruim, cara.
[3349.42:3351.42]  É um ano de 2012.
[3351.42:3353.42]  Tu nasceu o que é?
[3353.42:3355.42]  Estou nasceu em 1998.
[3355.42:3357.42]  O arturo era novo para caralho.
[3357.42:3359.42]  Então tive um primeiro canal, que era de Minecraft,
[3359.42:3361.42]  porque as que o monarco fazia Minecraft,
[3361.42:3363.42]  estava acontecendo, entendeu?
[3363.42:3365.42]  Eu fui estacionei, fiquei um tempo sem,
[3365.42:3367.42]  mas sempre fiquei aquela vontade, entendeu?
[3367.42:3369.42]  Comecei a focar nos estúlidos,
[3369.42:3371.42]  tipo assim, no médio, tudo mais.
[3371.42:3375.42]  Daí tipo assim, eu sofriburi para caralho,
[3375.42:3377.42]  cara no ensino médio, eu sofriburi para caralho,
[3377.42:3381.42]  na verdade eu sofriburi da quinta série
[3381.42:3383.42]  até o terceiro ano assim.
[3383.42:3385.42]  E deu eu falei assim, cara,
[3385.42:3387.42]  o que eu sinto, Igor, é o seguinte,
[3387.42:3390.42]  não é nem que eu sofriburi,
[3390.42:3393.42]  mas é que eu nunca fui eu, realmente, entendeu?
[3393.42:3396.42]  Vendi. Eu nunca pude me expressar, cara,
[3396.42:3398.42]  esse cachorro tá vendo aqui.
[3398.42:3400.42]  Porra, eu não estou nem aqui.
[3400.42:3402.42]  Tá, tá, desculpa, aí que eu estou com medo, porra.
[3402.42:3404.42]  Eu nunca consegui me expressar verdadeiramente
[3404.42:3406.42]  de quem eu sou, entendeu?
[3406.42:3408.42]  Então tipo assim, era a coisa das pessoas
[3408.42:3410.42]  que estavam morredor, não me conhecerem,
[3410.42:3413.42]  porque eu era um cara extremamente fechada ainda sou.
[3413.42:3416.42]  Mas aquela época era assim, no nível ainda é,
[3416.42:3417.42]  mas patológico, sabe?
[3417.42:3419.42]  Descer extremamente fechado, tipo assim,
[3419.42:3420.42]  hoje eu tomo remédito,
[3420.42:3421.42]  do mais pancê dado social,
[3421.42:3423.42]  eu tomo remédito com cédado social,
[3423.42:3424.42]  faço consulta psiquiatro,
[3424.42:3426.42]  tem diagnóstico de robô social, e tudo mais.
[3426.42:3429.42]  Então era um cara muito fechado
[3429.42:3433.42]  e quando eu estudava, cara,
[3433.42:3435.42]  eu, tipo assim, é coisa da galera
[3435.42:3437.42]  em chossaco para carrega de mim,
[3437.42:3439.42]  se eu tinha uma técnica, inclusive, assim,
[3439.42:3440.42]  que, tipo assim, em algum momento,
[3440.42:3441.42]  comecei a ficar briganto,
[3441.42:3443.42]  eu comecei a brigar muito, entendeu?
[3443.42:3445.42]  E eu comecei a bater nos outros,
[3445.42:3447.42]  eu bater na mão dos outros com o meu rosto.
[3447.42:3448.42]  Tá.
[3451.42:3452.42]  Violento mesmo.
[3452.42:3453.42]  É...
[3453.42:3456.42]  Não porra, a mão da pessoa chegar a ficar vermelho.
[3456.42:3460.42]  Tanto que o batia com ela na mão da pessoa com o rosto.
[3460.42:3463.42]  Então assim, cara, ou seja, apanhei a panheia.
[3463.42:3464.42]  Que merda, cara.
[3464.42:3466.42]  E daí eu contei o seguinte,
